"anyo","mes","dia","temp","maxtemp","mintemp","hum","wspd","wdir","wdire","presion","precip","fog","rain","snow"
"2005","04","06","14","20","7","64","6","135","SE","1023.92","0.0","0","0","0"
"2005","04","07","15","21","9","43","9","196","SSW","1011.55","0.0","0","1","0"
"2005","04","08","10","14","6","51","9","26","NNE","1010.69","0.0","0","1","0"
"2005","04","09","6","10","2","36","14","10","North","1021.84","0.0","0","0","0"
"2005","04","10","6","13","-1","36","8","17","NNE","1025.83","0.0","0","0","0"
"2005","04","11","8","15","0","41","10","12","NNE","1021.48","0.0","0","0","0"
"2005","04","12","11","19","3","38","8","38","NE","1019.67","0.0","0","0","0"
"2005","04","13","12","20","5","43","7","292","WNW","1013.21","0.0","0","0","0"
"2005","04","14","13","21","5","54","10","299","WNW","1008.06","0.0","0","0","0"
"2005","04","15","8","11","4","48","23","300","WNW","1010.67","0.0","0","1","0"
"2005","04","16","10","14","5","44","18","283","WNW","1014.29","0.0","0","0","0"
"2005","04","17","12","17","7","56","21","274","West","1012.63","0.0","0","0","0"
"2005","04","18","12","17","8","53","23","262","West","1008.68","0.0","0","0","0"
"2005","04","19","10","16","5","45","17","264","West","1014.76","0.0","0","0","0"
"2005","04","20","12","17","8","49","16","298","WNW","1017.55","0.0","0","1","0"
"2005","04","21","17","23","11","52","17","281","West","1016.04","0.0","0","0","0"
"2005","04","22","16","22","9","45","10","241","WSW","1012.66","0.0","0","0","0"
"2005","04","23","14","19","8","44","18","239","WSW","1010.58","0.0","0","0","0"
"2005","04","24","12","17","7","54","19","253","WSW","1011.36","0.0","0","1","0"
"2005","04","25","13","21","5","43","10","240","WSW","1016.63","0.0","0","0","0"
"2005","04","26","16","23","8","30","7","243","WSW","1017.33","0.0","0","0","0"
"2005","04","27","18","25","10","29","7","266","West","1018.00","0.0","0","0","0"
"2005","04","28","20","27","12","26","6","106","ESE","1020.61","0.0","0","0","0"
"2005","04","29","22","29","14","21","8","119","ESE","1018.39","0.0","0","0","0"
"2005","04","30","21","27","15","29","10","133","SE","1014.77","0.0","0","0","0"
"2005","05","01","22","25","17","31","13","240","WSW","1012.07","0.0","0","0","0"
"2005","05","02","18","24","13","41","14","243","WSW","1017.41","0.0","0","0","0"
"2005","05","03","14","21","8","37","10","248","WSW","1021.76","0.0","0","0","0"
"2005","05","04","18","24","13","33","8","337","NNW","1017.58","0.0","0","0","0"
"2005","05","05","16","22","10","38","12","43","NE","1020.21","0.0","0","0","0"
"2005","05","06","16","25","7","32","7","60","ENE","1021.42","0.0","0","0","0"
"2005","05","07","19","27","11","29","8","248","WSW","1016.79","0.0","0","0","0"
"2005","05","08","20","25","14","33","10","233","SW","1012.61","0.0","0","0","0"
"2005","05","09","20","26","15","40","16","242","WSW","1011.00","0.0","0","0","0"
"2005","05","10","17","21","13","47","19","245","WSW","1012.73","0.0","0","0","0"
"2005","05","11","17","23","11","49","8","304","NW","1011.27","0.0","0","1","0"
"2005","05","12","15","19","11","56","12","234","SW","1010.23","0.0","0","1","0"
"2005","05","13","14","18","10","62","15","242","WSW","1014.15","0.0","0","1","0"
"2005","05","14","12","19","4","38","12","248","WSW","1020.06","0.0","0","0","0"
"2005","05","15","13","20","6","35","13","251","WSW","1017.72","0.0","0","0","0"
"2005","05","16","10","15","6","47","14","231","SW","1011.50","0.0","0","0","0"
"2005","05","17","13","18","8","38","9","315","NW","1016.45","0.0","0","1","0"
"2005","05","18","15","23","7","33","6","288","WNW","1022.22","0.0","0","0","0"
"2005","05","19","20","28","11","24","7","233","SW","1022.67","0.0","0","0","0"
"2005","05","20","21","29","13","24","10","266","West","1019.59","0.0","0","0","0"
"2005","05","21","18","23","14","38","14","246","WSW","1015.60","0.0","0","0","0"
"2005","05","22","14","21","8","34","15","288","WNW","1014.44","0.0","0","0","0"
"2005","05","23","16","24","8","29","5","30","NNE","1021.07","0.0","0","0","0"
"2005","05","24","21","29","13","30","7","95","East","1022.12","0.0","0","0","0"
"2005","05","25","23","32","14","25","7","117","ESE","1022.00","0.0","0","0","0"
"2005","05","26","26","33","18","23","9","135","SE","1018.45","0.0","0","0","0"
"2005","05","27","24","30","17","25","8","246","WSW","1016.52","0.0","0","0","0"
"2005","05","28","24","32","17","28","10","132","SE","1015.63","0.0","0","0","0"
"2005","05","29","18","20","17","53","9","303","WNW","1018.88","0.0","0","1","0"
"2005","05","30","20","22","17","55","9","52","NE","1021.50","0.0","0","1","0"
"2005","05","31","21","26","16","69","9","10","North","1021.68","5.0","0","1","0"
"2005","06","01","21","27","15","43","6","55","NE","1017.79","0.0","0","1","0"
"2005","06","02","22","29","16","24","7","127","SE","1015.88","0.0","0","0","0"
"2005","06","03","24","32","17","27","8","220","SW","1015.18","0.0","0","0","0"
"2005","06","04","24","34","15","41","8","302","WNW","1016.45","0.0","0","0","0"
"2005","06","05","25","32","18","27","7","11","North","1019.55","0.0","0","0","0"
"2005","06","06","26","34","18","21","9","15","NNE","1019.33","0.0","0","0","0"
"2005","06","07","24","31","17","26","11","50","NE","1022.30","0.0","0","0","0"
"2005","06","08","24","34","15","29","7","2","North","1021.90","0.0","0","0","0"
"2005","06","09","24","32","17","27","9","185","South","1019.31","0.0","0","0","0"
"2005","06","10","24","33","16","27","12","309","NW","1014.88","0.0","0","1","0"
"2005","06","11","24","31","17","32","11","247","WSW","1010.70","0.0","0","0","0"
"2005","06","12","24","29","18","32","13","236","SW","1009.30","0.0","0","0","0"
"2005","06","13","18","22","15","42","21","244","WSW","1010.97","0.0","0","0","0"
"2005","06","14","19","26","12","37","12","256","WSW","1017.55","0.0","0","0","0"
"2005","06","15","22","30","14","30","5","262","West","1022.53","0.0","0","0","0"
"2005","06","16","26","33","19","29","6","81","East","1024.33","0.0","0","0","0"
"2005","06","17","28","37","20","31","8","69","ENE","1022.37","0.0","0","0","0"
"2005","06","18","28","36","19","32","10","159","SSE","1020.79","0.0","0","0","0"
"2005","06","19","28","35","22","27","7","54","NE","1017.18","0.0","0","0","0"
"2005","06","20","27","33","21","35","6","54","NE","1017.44","0.0","0","0","0"
"2005","06","21","29","34","24","29","9","237","WSW","1018.86","0.0","0","0","0"
"2005","06","22","28","36","21","30","9","116","ESE","1020.21","0.0","0","0","0"
"2005","06","23","23","27","19","49","12","38","NE","1021.97","0.0","0","1","0"
"2005","06","24","24","33","16","49","10","239","WSW","1017.43","0.0","0","1","0"
"2005","06","25","26","34","17","34","11","217","SW","1015.63","0.0","0","0","0"
"2005","06","26","25","32","18","26","12","175","South","1018.00","0.0","0","0","0"
"2005","06","27","27","33","21","31","9","186","South","1017.03","0.0","0","0","0"
"2005","06","28","22","28","17","32","13","240","WSW","1016.91","0.0","0","0","0"
"2005","06","29","22","30","13","30","9","281","West","1015.29","0.0","0","0","0"
"2005","06","30","23","31","15","32","8","271","West","1016.30","0.0","0","0","0"
"2005","07","01","25","32","18","29","6","360","North","1020.00","0.0","0","0","0"
"2005","07","02","27","35","19","31","8","56","NE","1020.18","0.0","0","0","0"
"2005","07","03","28","37","20","28","8","218","SW","1016.09","0.0","0","0","0"
"2005","07","04","27","34","20","30","12","279","West","1012.97","0.0","0","0","0"
"2005","07","05","24","31","18","32","7","57","ENE","1017.78","0.0","0","0","0"
"2005","07","06","26","33","18","30","8","339","NNW","1016.97","0.0","0","0","0"
"2005","07","07","25","33","17","36","9","30","NNE","1014.93","0.0","0","0","0"
"2005","07","08","24","33","16","36","13","17","NNE","1015.14","0.0","0","0","0"
"2005","07","09","26","34","18","35","11","355","North","1016.04","0.0","0","0","0"
"2005","07","10","24","32","16","30","16","33","NNE","1019.29","0.0","0","0","0"
"2005","07","11","26","33","18","32","6","142","SE","1022.94","0.0","0","0","0"
"2005","07","12","28","35","20","28","10","357","North","1020.97","0.0","0","0","0"
"2005","07","13","28","35","20","28","8","312","NW","1019.18","0.0","0","0","0"
"2005","07","14","30","37","23","30","9","123","ESE","1018.37","0.0","0","0","0"
"2005","07","15","30","36","23","27","10","224","SW","1019.91","0.0","0","0","0"
"2005","07","16","28","38","17","16","9","254","WSW","1017.86","0.0","0","0","0"
"2005","07","17","25","32","18","27","14","237","WSW","1017.34","0.0","0","0","0"
"2005","07","18","22","29","14","36","14","292","WNW","1019.31","0.0","0","0","0"
"2005","07","19","26","34","17","29","7","33","NNE","1023.48","0.0","0","0","0"
"2005","07","20","29","39","19","23","7","277","West","1023.43","0.0","0","0","0"
"2005","07","21","30","37","23","22","12","241","WSW","1018.91","0.0","0","0","0"
"2005","07","22","28","35","20","24","7","271","West","1014.00","0.0","0","0","0"
"2005","07","23","28","34","21","29","12","239","WSW","1011.72","0.0","0","0","0"
"2005","07","24","26","35","18","21","10","214","SW","1011.06","0.0","0","0","0"
"2005","07","25","24","29","20","49","14","234","SW","1013.21","0.0","0","0","0"
"2005","07","26","23","29","17","48","9","236","SW","1014.26","0.0","0","0","0"
"2005","07","27","27","31","23","35","19","229","SW","1013.03","0.0","0","0","0"
"2005","07","28","22","27","17","47","14","244","WSW","1016.19","0.0","0","0","0"
"2005","07","29","22","27","17","37","14","246","WSW","1018.04","0.0","0","0","0"
"2005","07","30","22","29","14","29","5","169","South","1017.88","0.0","0","0","0"
"2005","07","31","24","34","15","31","10","311","NW","1015.12","0.0","0","0","0"
"2005","08","01","24","30","19","43","10","203","SSW","1014.66","0.0","0","1","0"
"2005","08","02","20","27","14","38","10","56","NE","1020.50","0.0","0","0","0"
"2005","08","03","23","33","13","28","12","31","NNE","1023.16","0.0","0","0","0"
"2005","08","04","26","34","18","25","7","58","ENE","1023.48","0.0","0","0","0"
"2005","08","05","27","35","19","26","6","212","SSW","1021.91","0.0","0","0","0"
"2005","08","06","28","39","17","14","8","305","NW","1019.02","0.0","0","0","0"
"2005","08","07","29","38","20","23","7","353","North","1015.94","0.0","0","0","0"
"2005","08","08","28","35","22","23","10","244","WSW","1012.12","0.0","0","0","0"
"2005","08","09","26","33","19","21","11","202","SSW","1010.52","0.0","0","0","0"
"2005","08","10","19","22","16","67","16","249","WSW","1013.24","0.0","0","1","0"
"2005","08","11","23","30","16","34","5","18","NNE","1016.28","0.0","0","0","0"
"2005","08","12","24","31","17","23","8","39","NE","1018.70","0.0","0","0","0"
"2005","08","13","26","34","19","26","6","55","NE","1020.55","0.0","0","0","0"
"2005","08","14","28","35","20","20","5","149","SSE","1020.33","0.0","0","0","0"
"2005","08","15","30","37","22","20","8","89","East","1016.39","0.0","0","0","0"
"2005","08","16","26","31","21","34","12","189","South","1013.36","0.0","0","1","0"
"2005","08","17","26","33","19","29","9","220","SW","1012.94","0.0","0","0","0"
"2005","08","18","26","33","19","28","7","244","WSW","1015.09","0.0","0","0","0"
"2005","08","19","24","31","18","38","9","27","NNE","1018.43","0.0","0","0","0"
"2005","08","20","22","29","16","35","19","21","NNE","1022.53","0.0","0","0","0"
"2005","08","21","18","24","13","34","11","29","NNE","1022.97","0.0","0","0","0"
"2005","08","22","19","29","9","33","6","3","North","1021.58","0.0","0","0","0"
"2005","08","23","22","30","14","35","5","313","NW","1020.09","0.0","0","0","0"
"2005","08","24","24","33","16","30","9","243","WSW","1017.31","0.0","0","0","0"
"2005","08","25","25","33","17","24","8","230","SW","1015.88","0.0","0","0","0"
"2005","08","26","24","32","17","29","9","233","SW","1017.18","0.0","0","0","0"
"2005","08","27","25","32","18","31","9","264","West","1017.69","0.0","0","0","0"
"2005","08","28","26","32","19","32","6","213","SSW","1018.23","0.0","0","0","0"
"2005","08","29","26","33","20","42","8","134","SE","1020.09","0.0","0","0","0"
"2005","08","30","27","34","20","40","9","175","South","1020.58","0.0","0","0","0"
"2005","08","31","26","32","20","39","10","221","SW","1016.73","0.0","0","0","0"
"2005","09","01","25","32","18","35","7","230","SW","1016.85","0.0","0","0","0"
"2005","09","02","26","32","19","40","6","124","SE","1020.73","0.0","0","0","0"
"2005","09","03","27","33","21","34","9","198","SSW","1023.39","0.0","0","0","0"
"2005","09","04","26","34","18","26","10","232","SW","1022.33","0.0","0","0","0"
"2005","09","05","24","30","17","26","14","252","WSW","1016.34","0.0","0","0","0"
"2005","09","06","18","22","14","49","16","265","West","1012.37","0.0","0","0","0"
"2005","09","07","16","21","12","61","13","355","North","1010.90","0.0","0","1","0"
"2005","09","08","18","25","12","39","9","281","West","1013.78","0.0","0","0","0"
"2005","09","09","20","26","13","40","14","236","SW","1015.85","0.0","0","0","0"
"2005","09","10","17","22","12","32","17","283","WNW","1017.34","0.0","0","0","0"
"2005","09","11","17","22","12","39","14","292","WNW","1016.75","0.0","0","0","0"
"2005","09","12","16","22","11","42","7","37","NE","1018.37","0.0","0","1","0"
"2005","09","13","19","27","11","46","9","14","NNE","1022.43","0.0","0","0","0"
"2005","09","14","20","27","13","34","5","126","SE","1026.61","0.0","0","0","0"
"2005","09","15","22","31","13","37","6","313","NW","1023.84","0.0","0","0","0"
"2005","09","16","22","31","13","35","8","286","WNW","1015.02","0.0","0","0","0"
"2005","09","17","16","20","12","44","14","40","NE","1013.74","0.0","0","1","0"
"2005","09","18","12","21","3","32","6","312","NW","1019.55","0.0","0","0","0"
"2005","09","19","15","23","7","26","5","208","SSW","1023.09","0.0","0","0","0"
"2005","09","20","18","26","9","21","5","215","SW","1021.29","0.0","0","0","0"
"2005","09","21","18","30","7","21","5","300","WNW","1017.96","0.0","0","0","0"
"2005","09","22","19","30","8","23","5","225","SW","1017.88","0.0","0","0","0"
"2005","09","23","21","28","14","27","5","190","South","1018.10","0.0","0","0","0"
"2005","09","24","21","29","13","28","5","244","WSW","1017.45","0.0","0","0","0"
"2005","09","25","20","26","14","40","7","260","West","1016.82","0.0","0","0","0"
"2005","09","26","18","23","12","39","8","29","NNE","1021.40","0.0","0","0","0"
"2005","09","27","18","25","12","44","4","171","South","1023.50","0.0","0","0","0"
"2005","09","28","20","26","13","42","6","165","SSE","1024.61","0.0","0","0","0"
"2005","09","29","20","27","13","36","5","274","West","1025.39","0.0","0","0","0"
"2005","09","30","20","28","12","31","5","295","WNW","1024.58","0.0","0","0","0"
"2005","10","01","22","30","13","28","5","19","NNE","1020.78","0.0","0","0","0"
"2005","10","02","16","20","12","41","14","56","NE","1022.94","0.0","0","0","0"
"2005","10","03","14","20","9","38","10","54","NE","1024.15","0.0","0","0","0"
"2005","10","04","14","22","6","34","5","209","SSW","1022.09","0.0","0","0","0"
"2005","10","05","14","26","3","29","5","259","West","1020.38","0.0","0","0","0"
"2005","10","06","16","24","9","35","4","182","South","1018.30","0.0","0","0","0"
"2005","10","07","18","24","11","46","6","229","SW","1018.35","0.0","0","0","0"
"2005","10","08","16","22","10","45","4","93","East","1020.66","0.0","0","0","0"
"2005","10","09","18","24","12","40","4","214","SW","1022.09","0.0","0","1","0"
"2005","10","10","17","20","14","67","9","152","SSE","1019.15","0.0","0","1","0"
"2005","10","11","18","22","14","82","4","70","ENE","1015.90","3.0","0","1","0"
"2005","10","12","16","20","12","72","16","230","SW","1013.94","0.0","0","1","0"
"2005","10","13","10","13","8","61","15","237","WSW","1015.21","0.0","0","1","0"
"2005","10","14","12","15","8","60","7","128","SE","1017.85","0.0","0","1","0"
"2005","10","15","14","18","9","68","4","134","SE","1020.02","0.0","0","0","0"
"2005","10","16","14","18","9","49","6","56","NE","1021.03","0.0","0","0","0"
"2005","10","17","14","16","12","68","4","140","SE","1017.28","0.0","0","1","0"
"2005","10","18","15","18","12","60","13","234","SW","1014.85","0.0","0","1","0"
"2005","10","19","12","18","7","54","9","240","WSW","1018.44","0.0","0","0","0"
"2005","10","20","13","18","8","78","5","239","WSW","1016.35","0.3","0","1","0"
"2005","10","21","12","14","9","75","13","242","WSW","1015.30","0.0","1","0","0"
"2005","10","22","14","15","12","82","8","203","SSW","1014.38","0.0","0","1","0"
"2005","10","23","13","18","8","62","8","246","WSW","1021.12","0.0","0","0","0"
"2005","10","24","14","20","7","72","6","299","WNW","1023.79","0.0","0","0","0"
"2005","10","25","13","18","8","60","2","55","NE","1023.22","0.0","0","0","0"
"2005","10","26","14","19","9","56","8","90","East","1019.71","0.0","0","0","0"
"2005","10","27","16","22","11","50","13","149","SSE","1016.94","0.0","0","1","0"
"2005","10","28","14","17","12","80","13","187","South","1016.18","0.0","0","1","0"
"2005","10","29","14","19","8","68","4","159","SSE","1018.82","0.0","1","0","0"
"2005","10","30","16","19","12","70","9","151","SSE","1013.97","0.0","0","1","0"
"2005","10","31","13","15","11","68","19","243","WSW","1017.50","0.0","0","1","0"
"2005","11","01","12","15","9","72","7","225","SW","1024.25","0.0","1","0","0"
"2005","11","02","12","18","7","79","3","121","ESE","1022.78","0.0","0","0","0"
"2005","11","03","12","16","7","66","1","32","NNE","1020.21","0.0","0","0","0"
"2005","11","04","11","14","8","45","15","304","NW","1022.82","0.0","0","0","0"
"2005","11","05","8","14","2","48","2","272","West","1028.47","0.0","0","0","0"
"2005","11","06","9","15","3","51","3","91","East","1027.63","0.0","0","0","0"
"2005","11","07","9","17","1","74","4","349","North","1026.47","0.0","0","0","0"
"2005","11","08","8","17","0","69","7","288","WNW","1023.69","2.0","0","0","0"
"2005","11","09","8","11","6","43","18","317","NW","1029.27","0.0","0","0","0"
"2005","11","10","11","15","7","35","12","43","NE","1029.84","0.0","0","0","0"
"2005","11","11","10","17","4","62","9","27","NNE","1027.66","0.0","0","0","0"
"2005","11","12","8","11","5","76","6","177","South","1016.85","0.0","0","1","0"
"2005","11","13","4","6","3","81","4","41","NE","1005.62","0.0","0","1","1"
"2005","11","14","6","7","5","85","8","28","NNE","1010.24","0.0","0","1","0"
"2005","11","15","6","6","5","87","5","2","North","1010.16","0.0","0","1","0"
"2005","11","16","6","10","1","79","4","234","SW","1013.23","0.0","0","0","0"
"2005","11","17","7","10","4","84","4","149","SSE","1015.75","0.0","1","0","0"
"2005","11","18","6","10","3","81","3","192","SSW","1014.87","0.0","1","0","0"
"2005","11","19","10","13","7","68","7","80","East","1017.39","0.0","0","0","0"
"2005","11","20","10","11","8","65","9","64","ENE","1022.13","0.0","0","0","0"
"2005","11","21","8","13","4","80","6","13","NNE","1021.06","0.0","0","0","0"
"2005","11","22","12","15","8","69","3","266","West","1017.61","0.0","0","0","0"
"2005","11","23","10","14","5","62","8","9","North","1018.64","0.0","0","0","0"
"2005","11","24","6","11","0","58","10","7","North","1020.83","0.0","0","0","0"
"2005","11","25","4","8","-1","65","11","251","WSW","1006.75","0.0","0","1","0"
"2005","11","26","3","7","-1","49","16","272","West","1001.76","0.0","0","0","0"
"2005","11","27","3","7","-1","59","15","250","WSW","1008.16","0.0","0","0","0"
"2005","11","28","5","8","2","72","13","245","WSW","1008.88","0.0","1","0","0"
"2005","11","29","4","8","0","81","6","18","NNE","1010.79","0.0","1","0","0"
"2005","11","30","4","10","-1","48","6","248","WSW","1015.55","0.0","0","0","0"
"2005","12","01","4","8","0","60","10","216","SW","1011.39","0.0","0","0","0"
"2005","12","02","8","11","6","85","22","242","WSW","1002.58","0.0","0","1","0"
"2005","12","03","8","10","5","59","17","259","West","1016.10","0.0","0","0","0"
"2005","12","04","10","11","8","81","21","242","WSW","1015.97","0.0","0","1","0"
"2005","12","05","8","11","4","52","19","274","West","1013.48","0.0","0","0","0"
"2005","12","06","6","11","0","51","8","278","West","1015.61","0.0","0","0","0"
"2005","12","07","7","11","3","59","2","226","SW","1022.52","0.0","0","0","0"
"2005","12","08","7","12","2","66","2","268","West","1025.66","0.0","0","0","0"
"2005","12","09","8","14","1","52","7","35","NE","1027.15","0.0","0","0","0"
"2005","12","10","4","10","-1","36","4","359","North","1027.79","0.0","0","0","0"
"2005","12","11","3","9","-3","46","4","223","SW","1025.31","0.0","0","0","0"
"2005","12","12","4","9","-2","47","4","328","NNW","1022.91","0.0","0","0","0"
"2005","12","13","2","9","-4","60","4","53","NE","1022.62","0.0","0","0","0"
"2005","12","14","4","9","0","57","6","25","NNE","1019.30","0.0","0","0","0"
"2005","12","15","2","7","-3","51","4","40","NE","1019.94","0.0","0","0","0"
"2005","12","16","3","9","-3","52","4","273","West","1022.52","0.0","0","0","0"
"2005","12","17","4","12","-3","57","4","278","West","1019.45","0.0","0","0","0"
"2005","12","18","5","10","0","61","4","26","NNE","1021.06","0.0","0","0","0"
"2005","12","19","4","7","0","68","5","39","NE","1024.03","0.0","0","0","0"
"2005","12","20","6","8","5","63","6","78","ENE","1024.79","0.0","0","1","0"
"2005","12","21","6","9","2","52","6","77","ENE","1027.88","0.0","0","0","0"
"2005","12","22","4","9","-1","40","5","74","ENE","1029.15","0.0","0","0","0"
"2005","12","23","4","9","-2","49","2","120","ESE","1024.41","0.0","0","0","0"
"2005","12","24","2","7","-3","60","3","122","ESE","1021.93","0.0","0","0","0"
"2005","12","25","5","9","1","67","4","136","SE","1018.15","0.0","0","0","0"
"2005","12","26","4","6","2","88","4","29","NNE","1010.00","0.0","0","1","0"
"2005","12","27","7","9","5","76","26","248","WSW","1006.33","0.0","0","0","0"
"2005","12","28","4","6","1","46","8","44","NE","1013.68","0.0","0","0","0"
"2005","12","29","4","8","0","60","12","235","SW","1018.70","0.0","0","1","0"
"2005","12","30","10","14","7","72","17","255","WSW","1021.91","0.0","0","0","0"
"2005","12","31","7","9","5","83","16","239","WSW","1020.77","0.0","0","0","0"
"2006","01","01","7","9","5","46","18","301","WNW","1021.00","0.0","0","0","0"
"2006","01","02","6","9","2","53","14","289","WNW","1024.84","0.0","0","0","0"
"2006","01","03","6","12","0","50","5","328","NNW","1025.73","0.0","0","0","0"
"2006","01","04","5","12","-2","57","3","250","WSW","1020.03","0.0","0","0","0"
"2006","01","05","4","10","-1","67","4","223","SW","1013.52","0.0","0","0","0"
"2006","01","06","5","6","4","90","7","155","SSE","1007.74","0.0","1","1","0"
"2006","01","07","4","6","3","82","8","28","NNE","1011.96","0.0","0","1","0"
"2006","01","08","6","8","5","70","3","6","North","1017.55","0.0","0","0","0"
"2006","01","09","6","7","4","74","4","209","SSW","1023.64","0.0","0","1","0"
"2006","01","10","4","7","2","65","13","44","NE","1024.91","0.0","0","0","0"
"2006","01","11","6","10","3","66","2","259","West","1030.09","0.0","0","0","0"
"2006","01","12","4","9","0","69","3","98","East","1027.00","0.0","0","0","0"
"2006","01","13","4","8","0","71","4","138","SE","1024.61","0.0","0","0","0"
"2006","01","14","4","6","2","75","5","99","East","1023.91","0.0","0","0","0"
"2006","01","15","4","6","3","79","7","231","SW","1018.85","0.0","0","1","0"
"2006","01","16","2","4","1","84","7","60","ENE","1015.94","0.0","0","1","0"
"2006","01","17","6","9","4","69","6","250","WSW","1021.36","0.0","0","0","0"
"2006","01","18","6","12","-1","68","3","156","SSE","1021.72","0.0","1","0","0"
"2006","01","19","9","15","3","58","7","355","North","1019.30","0.0","0","0","0"
"2006","01","20","6","10","1","79","5","130","SE","1024.89","0.0","0","0","0"
"2006","01","21","4","5","2","78","6","44","NE","1025.75","0.0","0","0","0"
"2006","01","22","6","9","2","71","4","344","NNW","1023.70","0.0","0","0","0"
"2006","01","23","7","10","4","53","6","78","ENE","1025.59","0.0","0","0","0"
"2006","01","24","3","7","-1","65","8","68","ENE","1024.58","0.0","0","0","0"
"2006","01","25","4","5","2","55","11","88","East","1018.38","0.0","0","0","0"
"2006","01","26","4","8","0","57","5","294","WNW","1010.27","0.0","0","0","0"
"2006","01","27","2","4","-1","39","12","38","NE","1008.76","0.0","0","0","0"
"2006","01","28","1","6","-4","39","7","311","NW","1008.35","0.0","0","0","0"
"2006","01","29","0","2","-2","51","7","77","ENE","1009.58","0.0","0","0","1"
"2006","01","30","1","5","-3","53","6","333","NNW","1016.29","0.0","0","1","0"
"2006","01","31","4","12","-3","54","4","263","West","1020.97","0.0","0","0","0"
"2006","02","01","6","12","0","60","3","208","SSW","1021.79","0.0","0","0","0"
"2006","02","02","6","13","0","61","3","217","SW","1016.52","0.0","0","0","0"
"2006","02","03","8","13","2","61","7","254","WSW","1010.97","0.0","0","0","0"
"2006","02","04","6","10","1","49","8","16","NNE","1015.06","0.0","0","0","0"
"2006","02","05","4","9","-1","36","7","42","NE","1020.35","0.0","0","0","0"
"2006","02","06","5","12","-2","39","4","272","West","1023.97","0.0","0","0","0"
"2006","02","07","6","13","-1","41","3","226","SW","1023.38","0.0","0","0","0"
"2006","02","08","6","13","-2","46","4","255","WSW","1017.68","0.0","0","0","0"
"2006","02","09","6","14","-2","44","3","185","South","1016.15","0.0","0","0","0"
"2006","02","10","6","11","0","50","2","188","South","1015.77","0.0","0","0","0"
"2006","02","11","9","14","4","49","3","218","SW","1018.03","0.0","0","0","0"
"2006","02","12","9","15","3","55","5","23","NNE","1023.19","0.0","0","0","0"
"2006","02","13","8","16","0","57","2","157","SSE","1021.87","0.0","0","0","0"
"2006","02","14","8","15","2","55","4","240","WSW","1021.73","0.0","0","0","0"
"2006","02","15","6","12","0","67","6","226","SW","1020.39","0.0","0","0","0"
"2006","02","16","8","10","6","83","25","244","WSW","1013.03","0.0","0","1","0"
"2006","02","17","6","10","1","62","18","235","SW","1013.41","0.0","1","0","0"
"2006","02","18","8","10","6","76","22","232","SW","1011.47","0.0","0","1","0"
"2006","02","19","5","8","2","71","28","250","WSW","1007.46","0.0","0","1","0"
"2006","02","20","4","7","0","69","18","249","WSW","1008.62","0.0","1","0","0"
"2006","02","21","4","8","1","53","15","308","NW","1008.26","0.0","0","0","0"
"2006","02","22","4","6","1","53","8","27","NNE","1012.29","0.0","0","1","0"
"2006","02","23","2","5","0","71","7","2","North","1014.79","0.0","0","1","1"
"2006","02","24","4","8","-1","43","12","278","West","1009.52","0.0","0","0","0"
"2006","02","25","4","7","0","82","14","214","SW","1006.68","0.0","0","1","1"
"2006","02","26","2","3","0","72","17","278","West","998.93","0.0","0","0","1"
"2006","02","27","4","10","-1","51","8","265","West","1011.47","0.0","0","0","0"
"2006","02","28","4","12","-3","32","6","67","ENE","1012.20","0.0","0","0","0"
"2006","03","01","4","11","-2","41","8","18","NNE","1011.61","0.0","0","0","0"
"2006","03","02","4","10","-3","47","8","237","WSW","1015.78","0.0","0","0","0"
"2006","03","03","6","9","2","74","19","236","SW","1016.26","0.0","0","0","0"
"2006","03","04","8","10","6","83","22","220","SW","1005.60","0.0","0","1","0"
"2006","03","05","4","6","1","38","22","322","NW","1014.45","0.0","0","0","0"
"2006","03","06","4","9","-1","41","17","300","WNW","1026.15","0.0","0","0","0"
"2006","03","07","9","15","3","56","15","273","West","1027.09","0.0","0","0","0"
"2006","03","08","12","19","5","49","10","268","West","1024.32","0.0","0","0","0"
"2006","03","09","10","15","6","65","12","259","West","1020.03","0.0","1","1","0"
"2006","03","10","6","12","1","44","20","289","WNW","1024.78","0.0","0","0","0"
"2006","03","11","12","17","8","43","32","295","WNW","1022.42","0.0","0","0","0"
"2006","03","12","12","17","6","43","5","322","NW","1022.41","0.0","0","0","0"
"2006","03","13","12","21","4","39","4","287","WNW","1016.63","0.0","0","0","0"
"2006","03","14","13","20","6","30","4","188","South","1015.97","0.0","0","0","0"
"2006","03","15","12","20","5","37","6","224","SW","1014.21","0.0","0","0","0"
"2006","03","16","11","17","5","55","6","218","SW","1012.18","0.0","0","0","0"
"2006","03","17","10","13","7","73","10","142","SE","1006.67","0.0","0","1","0"
"2006","03","18","10","12","7","80","11","170","South","1001.09","0.0","0","1","0"
"2006","03","19","9","12","6","62","15","205","SSW","1004.52","0.0","0","1","0"
"2006","03","20","8","13","4","68","9","188","South","1006.50","0.0","0","1","0"
"2006","03","21","10","13","6","70","12","251","WSW","1006.94","0.0","0","1","0"
"2006","03","22","8","11","4","64","16","250","WSW","1012.73","0.0","0","1","0"
"2006","03","23","10","13","7","72","17","222","SW","1011.25","0.0","0","1","0"
"2006","03","24","12","15","8","65","33","245","WSW","1012.36","0.0","0","1","0"
"2006","03","25","12","15","8","66","12","245","WSW","1021.35","0.0","0","0","0"
