"anyo","mes","dia","temp","maxtemp","mintemp","hum","wspd","wdir","wdire","presion","precip","fog","rain","snow"
"2007","12","30","6","13","0","62","1","276","West","1027.91","0.0","1","0","0"
"2007","12","31","4","11","-2","59","1","248","WSW","1025.15","0.0","1","0","0"
"2008","01","01","2","7","-3","65","2","171","South","1021.59","0.0","0","0","0"
"2008","01","02","5","7","3","85","6","245","WSW","1010.18","0.0","0","1","0"
"2008","01","03","6","8","3","78","19","223","SW","996.00","0.0","0","1","0"
"2008","01","04","6","9","2","65","3","231","SW","1011.27","0.0","1","0","0"
"2008","01","05","8","11","4","75","10","238","WSW","1022.09","0.0","0","0","0"
"2008","01","06","10","13","8","81","10","227","SW","1027.53","0.0","1","0","0"
"2008","01","07","9","11","7","72","1","316","NW","1027.12","0.0","0","0","0"
"2008","01","08","8","11","6","78","3","118","ESE","1022.73","0.0","1","0","0"
"2008","01","09","8","9","6","81","2","250","WSW","1022.57","0.0","0","1","0"
"2008","01","10","9","11","7","82","5","211","SSW","1021.91","0.0","1","1","0"
"2008","01","11","6","9","3","72","15","229","SW","1013.94","0.0","0","1","0"
"2008","01","12","6","10","1","50","12","264","West","1022.66","0.0","0","0","0"
"2008","01","13","2","8","-3","63","3","195","SSW","1016.50","0.0","0","1","0"
"2008","01","14","6","10","3","76","9","242","WSW","1016.03","0.0","0","0","0"
"2008","01","15","5","8","2","84","16","224","SW","1018.14","0.0","1","0","0"
"2008","01","16","10","12","7","52","27","260","West","1016.03","0.0","0","1","0"
"2008","01","17","8","11","4","61","13","224","SW","1026.06","0.0","0","0","0"
"2008","01","18","8","13","4","82","3","130","SE","1031.27","0.0","1","0","0"
"2008","01","19","10","17","3","59","1","355","North","1031.42","0.0","0","0","0"
"2008","01","20","10","17","4","60","1","-1","Variable","1029.94","0.0","0","0","0"
"2008","01","21","9","16","2","62","1","211","SSW","1029.73","0.0","1","0","0"
"2008","01","22","10","17","2","54","2","168","SSE","1030.50","0.0","0","0","0"
"2008","01","23","9","16","2","45","2","170","South","1027.65","0.0","0","0","0"
"2008","01","24","8","14","2","57","1","100","East","1029.00","0.0","0","0","0"
"2008","01","25","8","11","6","59","4","4","North","1033.96","0.0","0","0","0"
"2008","01","26","8","13","3","42","6","68","ENE","1033.81","0.0","0","0","0"
"2008","01","27","8","15","1","46","1","70","ENE","1035.00","0.0","0","0","0"
"2008","01","28","8","18","-1","39","1","245","WSW","1030.21","0.0","0","0","0"
"2008","01","29","8","15","1","42","2","198","SSW","1026.68","0.0","0","0","0"
"2008","01","30","7","14","0","49","2","221","SW","1028.71","0.0","0","0","0"
"2008","01","31","6","12","-1","47","3","295","WNW","1027.16","0.0","0","0","0"
"2008","02","01","5","9","1","59","3","203","SSW","1018.75","0.0","0","1","0"
"2008","02","02","7","11","3","54","6","70","ENE","1017.96","0.0","0","0","0"
"2008","02","03","6","9","4","81","12","172","South","1011.87","0.0","0","1","0"
"2008","02","04","8","12","4","67","15","237","WSW","1018.88","0.0","0","1","0"
"2008","02","05","6","11","2","70","3","143","SE","1027.32","0.0","1","0","0"
"2008","02","06","8","16","0","54","1","40","NE","1032.29","0.0","0","0","0"
"2008","02","07","10","16","5","46","4","79","East","1031.40","0.0","0","0","0"
"2008","02","08","10","17","4","40","4","54","NE","1028.40","0.0","0","0","0"
"2008","02","09","9","15","3","37","5","82","East","1027.73","0.0","0","0","0"
"2008","02","10","7","14","0","37","4","74","ENE","1027.35","0.0","0","0","0"
"2008","02","11","7","14","0","38","2","106","ESE","1023.83","0.0","0","0","0"
"2008","02","12","6","10","2","54","6","76","ENE","1025.08","0.0","0","0","0"
"2008","02","13","6","10","3","52","8","81","East","1025.62","0.0","0","0","0"
"2008","02","14","8","9","6","58","7","47","NE","1023.00","0.0","0","1","0"
"2008","02","15","10","13","7","64","3","344","NNW","1025.09","0.0","0","0","0"
"2008","02","16","9","15","3","54","4","107","ESE","1028.23","0.0","0","0","0"
"2008","02","17","6","9","4","58","15","93","East","1029.66","0.0","0","1","0"
"2008","02","18","7","8","6","81","7","48","NE","1023.35","0.0","0","1","0"
"2008","02","19","10","12","8","85","7","126","SE","1017.74","0.0","0","1","0"
"2008","02","20","12","15","8","73","2","222","SW","1021.44","0.0","0","0","0"
"2008","02","21","12","17","7","59","4","115","ESE","1027.19","0.0","0","0","0"
"2008","02","22","11","17","5","48","5","100","East","1029.41","0.0","0","0","0"
"2008","02","23","12","16","7","42","8","83","East","1026.12","0.0","0","0","0"
"2008","02","24","7","8","6","84","7","38","NE","1022.14","0.0","0","1","0"
"2008","02","25","11","14","8","72","0","0","North","1023.12","0.0","0","0","0"
"2008","02","26","10","17","3","63","3","242","WSW","1023.67","0.0","1","0","0"
"2008","02","27","12","18","5","53","5","240","WSW","1022.12","0.0","0","0","0"
"2008","02","28","12","16","7","61","3","276","West","1022.53","0.0","0","1","0"
"2008","02","29","12","18","5","55","2","275","West","1027.03","0.0","0","0","0"
"2008","03","01","12","19","4","54","2","260","West","1025.91","0.0","0","0","0"
"2008","03","02","12","20","5","46","4","200","SSW","1021.97","0.0","0","0","0"
"2008","03","03","14","22","6","43","4","24","NNE","1019.79","0.0","0","0","0"
"2008","03","04","8","11","4","36","12","351","North","1024.27","0.0","0","0","0"
"2008","03","05","6","10","1","29","16","6","North","1024.42","0.0","0","0","0"
"2008","03","06","5","14","-4","34","8","344","NNW","1022.00","0.0","0","0","0"
"2008","03","07","8","18","-1","32","5","284","WNW","1016.67","0.0","0","0","0"
"2008","03","08","10","17","3","38","4","204","SSW","1014.06","0.0","0","0","0"
"2008","03","09","8","14","2","43","15","282","WNW","1012.09","0.0","0","0","0"
"2008","03","10","7","10","4","72","22","231","SW","1009.85","0.0","0","0","0"
"2008","03","11","13","18","8","43","18","281","West","1019.34","0.0","0","0","0"
"2008","03","12","13","20","6","45","5","249","WSW","1022.73","0.0","0","0","0"
"2008","03","13","14","21","7","38","3","186","South","1021.06","0.0","0","0","0"
"2008","03","14","14","22","7","40","4","212","SSW","1016.72","0.0","0","0","0"
"2008","03","15","14","18","9","47","17","231","SW","1014.03","0.0","0","0","0"
"2008","03","16","10","18","3","41","10","256","WSW","1018.82","0.0","0","0","0"
"2008","03","17","12","17","6","44","9","225","SW","1012.65","0.0","0","0","0"
"2008","03","18","8","14","2","51","13","258","WSW","1010.88","0.0","0","0","0"
"2008","03","19","10","16","3","38","4","63","ENE","1010.21","0.0","0","0","0"
"2008","03","20","8","14","2","28","11","42","NE","1015.42","0.0","0","0","0"
"2008","03","21","10","18","1","27","8","276","West","1011.31","0.0","0","0","0"
"2008","03","22","9","14","4","55","21","295","WNW","997.63","0.0","0","1","0"
"2008","03","23","4","9","-1","45","15","297","WNW","1008.39","0.0","0","0","0"
"2008","03","24","8","14","3","43","23","290","WNW","1014.18","0.0","0","0","0"
"2008","03","25","10","17","4","42","6","299","WNW","1015.70","0.0","0","0","0"
"2008","03","26","10","12","7","43","26","288","WNW","1013.18","0.0","0","1","0"
"2008","03","27","10","15","5","61","25","247","WSW","1012.52","0.0","0","1","0"
"2008","03","28","12","19","5","43","13","295","WNW","1017.94","0.0","0","0","0"
"2008","03","29","14","22","7","43","6","8","North","1018.38","0.0","0","0","0"
"2008","03","30","11","15","6","61","18","251","WSW","1015.82","0.0","0","1","0"
"2008","03","31","10","15","4","33","17","294","WNW","1024.77","0.0","0","0","0"
"2008","04","01","11","18","4","38","7","9","North","1027.48","0.0","0","0","0"
"2008","04","02","15","23","7","39","5","43","NE","1026.71","0.0","0","0","0"
"2008","04","03","17","25","9","21","7","48","NE","1021.90","0.0","0","0","0"
"2008","04","04","16","25","8","20","6","41","NE","1018.37","0.0","0","0","0"
"2008","04","05","16","24","8","37","4","83","East","1013.81","0.0","0","0","0"
"2008","04","06","16","25","8","27","6","256","WSW","1005.44","0.0","0","0","0"
"2008","04","07","14","18","9","68","17","215","SW","1000.67","0.0","0","1","0"
"2008","04","08","10","13","8","68","17","184","South","1002.73","0.0","0","1","0"
"2008","04","09","14","17","10","65","22","219","SW","999.26","0.0","0","1","0"
"2008","04","10","12","15","10","63","21","206","SSW","996.12","0.0","0","1","0"
"2008","04","11","8","11","5","60","10","281","West","1007.67","0.0","0","1","0"
"2008","04","12","9","15","3","37","9","294","WNW","1018.34","0.0","0","0","0"
"2008","04","13","8","14","2","56","14","230","SW","1020.24","0.0","0","1","0"
"2008","04","14","11","16","6","35","4","128","SE","1021.91","0.0","0","0","0"
"2008","04","15","12","19","6","32","4","38","NE","1019.10","0.0","0","0","0"
"2008","04","16","15","21","9","40","8","201","SSW","1011.55","0.0","0","1","0"
"2008","04","17","10","12","7","65","20","240","WSW","1003.57","0.0","0","1","0"
"2008","04","18","9","12","6","64","31","236","SW","996.15","0.0","0","1","0"
"2008","04","19","9","12","6","82","18","193","SSW","998.46","0.0","0","1","0"
"2008","04","20","9","13","5","69","20","234","SW","1000.52","0.0","0","1","0"
"2008","04","21","11","16","6","46","18","266","West","1011.67","0.0","0","0","0"
"2008","04","22","11","17","5","45","13","278","West","1018.42","0.0","0","0","0"
"2008","04","23","15","21","9","51","5","241","WSW","1022.37","0.0","0","1","0"
"2008","04","24","16","23","9","41","3","231","SW","1027.66","0.0","0","0","0"
"2008","04","25","19","26","12","33","3","87","East","1027.47","0.0","0","0","0"
"2008","04","26","20","27","13","32","3","222","SW","1022.23","0.0","0","0","0"
"2008","04","27","19","26","12","36","6","216","SW","1019.94","0.0","0","0","0"
"2008","04","28","16","20","12","43","13","280","West","1013.87","0.0","0","0","0"
"2008","04","29","13","19","7","38","15","243","WSW","1009.70","0.0","0","0","0"
"2008","04","30","11","18","4","38","14","266","West","1009.78","0.0","0","0","0"
"2008","05","01","13","21","5","33","5","213","SSW","1013.48","0.0","0","0","0"
"2008","05","02","18","26","9","36","4","95","East","1019.00","0.0","0","0","0"
"2008","05","03","20","27","12","30","3","84","East","1020.23","0.0","0","0","0"
"2008","05","04","20","26","14","34","4","236","SW","1019.23","0.0","0","0","0"
"2008","05","05","20","27","13","40","5","294","WNW","1018.91","0.0","0","0","0"
"2008","05","06","21","27","15","36","4","40","NE","1015.50","0.0","0","0","0"
"2008","05","07","19","23","15","41","12","102","ESE","1013.07","0.0","0","1","0"
"2008","05","08","14","16","11","78","7","81","East","1011.90","0.0","0","1","0"
"2008","05","09","15","19","11","79","7","123","ESE","1008.36","3.0","0","1","0"
"2008","05","10","10","11","9","84","6","296","WNW","1006.91","0.0","0","1","0"
"2008","05","11","14","19","10","43","4","41","NE","1012.09","0.0","0","1","0"
"2008","05","12","15","21","9","43","5","258","WSW","1014.58","0.0","0","0","0"
"2008","05","13","15","19","11","66","8","234","SW","1013.97","0.0","0","1","0"
"2008","05","14","14","17","11","51","12","228","SW","1012.75","0.0","0","1","0"
"2008","05","15","14","19","8","49","9","232","SW","1011.48","0.0","0","1","0"
"2008","05","16","15","19","11","63","9","232","SW","1008.48","0.0","0","1","0"
"2008","05","17","16","21","10","43","6","244","WSW","1009.15","0.0","0","0","0"
"2008","05","18","14","18","9","55","5","290","WNW","1009.00","0.0","0","1","0"
"2008","05","19","12","19","6","43","4","297","WNW","1009.87","0.0","0","0","0"
"2008","05","20","14","22","5","40","7","243","WSW","1012.91","0.0","0","0","0"
"2008","05","21","16","21","10","51","7","242","WSW","1014.00","0.0","0","0","0"
"2008","05","22","18","24","11","39","9","238","WSW","1015.00","0.0","0","0","0"
"2008","05","23","14","18","10","81","13","215","SW","1010.65","0.0","0","1","0"
"2008","05","24","13","16","9","55","13","226","SW","1007.65","0.0","0","0","0"
"2008","05","25","12","15","8","68","5","244","WSW","1006.06","0.0","0","1","0"
"2008","05","26","13","18","8","51","9","229","SW","1008.41","0.0","0","1","0"
"2008","05","27","13","20","6","50","9","238","WSW","1006.03","0.0","0","0","0"
"2008","05","28","14","18","10","57","8","250","WSW","1011.18","0.0","0","1","0"
"2008","05","29","15","20","10","54","15","223","SW","1013.57","0.0","0","1","0"
"2008","05","30","14","19","10","61","3","239","WSW","1012.76","0.0","0","1","0"
"2008","05","31","14","19","10","59","8","234","SW","1012.42","0.0","0","1","0"
"2008","06","01","14","20","8","82","4","355","North","1013.89","5.0","0","1","0"
"2008","06","02","17","22","12","48","8","258","WSW","1016.27","0.0","0","1","0"
"2008","06","03","18","24","11","36","5","353","North","1019.30","0.0","0","0","0"
"2008","06","04","19","25","13","38","7","303","WNW","1018.48","0.0","0","0","0"
"2008","06","05","18","22","15","49","4","13","NNE","1016.06","0.0","0","1","0"
"2008","06","06","18","24","11","36","6","5","North","1019.03","0.0","0","0","0"
"2008","06","07","17","24","10","35","8","2","North","1018.76","0.0","0","0","0"
"2008","06","08","14","18","10","40","11","40","NE","1017.00","0.0","0","1","0"
"2008","06","09","14","17","10","62","10","54","NE","1018.48","0.0","0","1","0"
"2008","06","10","16","20","12","54","8","44","NE","1018.82","0.0","0","1","0"
"2008","06","11","18","23","12","52","5","7","North","1020.12","0.0","0","1","0"
"2008","06","12","18","26","10","40","5","46","NE","1019.72","0.0","0","0","0"
"2008","06","13","20","27","13","41","5","270","West","1017.27","0.0","0","0","0"
"2008","06","14","22","29","14","33","6","281","West","1016.91","0.0","0","0","0"
"2008","06","15","22","27","16","41","7","251","WSW","1012.76","0.0","0","0","0"
"2008","06","16","19","24","14","70","18","244","WSW","1008.55","0.0","0","1","0"
"2008","06","17","20","25","14","43","5","328","NNW","1015.70","0.0","0","0","0"
"2008","06","18","21","29","13","38","5","243","WSW","1018.82","0.0","0","0","0"
"2008","06","19","23","31","15","36","5","238","WSW","1019.97","0.0","0","0","0"
"2008","06","20","25","33","17","32","5","273","West","1020.76","0.0","0","0","0"
"2008","06","21","27","34","20","35","5","127","SE","1019.03","0.0","0","0","0"
"2008","06","22","28","35","20","29","10","108","ESE","1017.48","0.0","0","0","0"
"2008","06","23","24","30","18","36","6","29","NNE","1015.70","0.0","0","1","0"
"2008","06","24","22","30","15","46","3","279","West","1017.52","0.0","0","0","0"
"2008","06","25","26","33","18","36","5","18","NNE","1018.59","0.0","0","0","0"
"2008","06","26","28","35","21","36","8","229","SW","1019.19","0.0","0","0","0"
"2008","06","27","26","33","20","38","7","23","NNE","1021.12","0.0","0","0","0"
"2008","06","28","28","35","20","35","5","357","North","1020.18","0.0","0","0","0"
"2008","06","29","28","35","22","33","8","257","WSW","1018.26","0.0","0","0","0"
"2008","06","30","28","35","21","32","8","204","SSW","1017.52","0.0","0","0","0"
"2008","07","01","27","34","20","31","7","222","SW","1015.88","0.0","0","0","0"
"2008","07","02","24","28","19","40","19","240","WSW","1013.45","0.0","0","0","0"
"2008","07","03","20","27","13","34","6","273","West","1016.42","0.0","0","0","0"
"2008","07","04","23","31","15","30","7","217","SW","1017.65","0.0","0","0","0"
"2008","07","05","24","32","17","39","11","232","SW","1016.12","0.0","0","0","0"
"2008","07","06","23","29","17","40","17","234","SW","1013.57","0.0","0","0","0"
"2008","07","07","20","28","11","36","8","277","West","1016.06","0.0","0","0","0"
"2008","07","08","23","31","15","31","7","278","West","1018.76","0.0","0","0","0"
"2008","07","09","24","33","16","32","7","243","WSW","1019.36","0.0","0","0","0"
"2008","07","10","25","33","17","24","10","228","SW","1016.94","0.0","0","0","0"
"2008","07","11","23","31","15","43","10","255","WSW","1015.37","0.0","0","0","0"
"2008","07","12","21","27","15","49","10","266","West","1013.03","0.0","0","0","0"
"2008","07","13","20","27","12","42","5","66","ENE","1017.45","0.0","0","0","0"
"2008","07","14","22","30","15","38","6","19","NNE","1022.16","0.0","0","0","0"
"2008","07","15","24","30","18","46","5","113","ESE","1025.36","0.0","0","1","0"
"2008","07","16","22","29","15","45","6","93","East","1022.30","0.0","0","1","0"
"2008","07","17","24","32","16","37","4","277","West","1017.44","0.0","0","0","0"
"2008","07","18","26","34","18","33","3","29","NNE","1017.29","0.0","0","0","0"
"2008","07","19","30","37","22","33","7","158","SSE","1016.70","0.0","0","0","0"
"2008","07","20","28","34","21","35","14","233","SW","1017.33","0.0","0","0","0"
"2008","07","21","28","35","20","35","5","292","WNW","1019.12","0.0","0","0","0"
"2008","07","22","26","35","17","25","5","23","NNE","1020.97","0.0","0","0","0"
"2008","07","23","28","37","20","33","7","220","SW","1017.27","0.0","0","0","0"
"2008","07","24","26","32","19","24","16","222","SW","1014.81","0.0","0","0","0"
"2008","07","25","24","31","16","42","10","246","WSW","1015.00","0.0","0","0","0"
"2008","07","26","24","32","16","43","8","236","SW","1016.23","0.0","0","0","0"
"2008","07","27","25","33","17","31","8","230","SW","1016.84","0.0","0","0","0"
"2008","07","28","24","31","16","38","13","226","SW","1016.03","0.0","0","0","0"
"2008","07","29","25","33","17","30","8","228","SW","1015.52","0.0","0","0","0"
"2008","07","30","25","33","17","32","8","221","SW","1017.52","0.0","0","0","0"
"2008","07","31","24","33","16","34","8","223","SW","1018.37","0.0","0","0","0"
"2008","08","01","25","33","17","41","6","256","WSW","1019.06","0.0","0","0","0"
"2008","08","02","26","34","19","32","4","64","ENE","1021.65","0.0","0","0","0"
"2008","08","03","30","37","23","37","6","119","ESE","1019.32","0.0","0","0","0"
"2008","08","04","31","38","24","33","7","202","SSW","1016.85","0.0","0","0","0"
"2008","08","05","30","37","23","32","8","232","SW","1015.79","0.0","0","0","0"
"2008","08","06","28","36","21","31","8","234","SW","1013.64","0.0","0","0","0"
"2008","08","07","25","32","18","32","9","259","West","1013.90","0.0","0","0","0"
"2008","08","08","24","32","17","38","7","354","North","1016.74","0.0","0","0","0"
"2008","08","09","26","34","17","43","5","44","NE","1017.35","0.0","0","0","0"
"2008","08","10","27","35","19","32","8","230","SW","1013.48","0.0","0","0","0"
"2008","08","11","26","32","20","39","17","235","SW","1009.28","0.0","0","0","0"
"2008","08","12","23","29","17","54","21","236","SW","1010.91","0.0","0","0","0"
"2008","08","13","23","31","15","27","7","12","NNE","1014.29","0.0","0","0","0"
"2008","08","14","22","28","15","38","9","264","West","1015.91","0.0","0","0","0"
"2008","08","15","20","27","12","38","7","233","SW","1020.67","0.0","0","0","0"
"2008","08","16","22","29","15","37","7","243","WSW","1012.62","0.0","0","1","0"
"2008","08","17","20","29","12","45","4","208","SSW","1014.32","0.0","0","0","0"
"2008","08","18","23","32","14","35","6","225","SW","1015.31","0.0","0","0","0"
"2008","08","19","24","31","16","34","9","250","WSW","1015.61","0.0","0","0","0"
"2008","08","20","24","31","16","41","5","17","NNE","1018.30","0.0","0","0","0"
"2008","08","21","26","33","18","39","6","232","SW","1018.87","0.0","0","0","0"
"2008","08","22","26","33","18","41","6","273","West","1016.68","0.0","0","0","0"
"2008","08","23","24","31","17","52","7","12","NNE","1016.39","0.0","0","0","0"
"2008","08","24","25","32","18","39","5","249","WSW","1016.00","0.0","0","0","0"
"2008","08","25","26","33","18","34","4","207","SSW","1017.75","0.0","0","0","0"
"2008","08","26","26","33","20","48","4","119","ESE","1019.69","0.0","0","0","0"
"2008","08","27","27","33","21","50","7","84","East","1019.66","0.0","0","0","0"
"2008","08","28","26","33","20","47","7","102","ESE","1018.64","0.0","0","0","0"
"2008","08","29","26","33","20","40","8","107","ESE","1016.68","0.0","0","0","0"
"2008","08","30","23","28","18","53","11","232","SW","1016.94","0.0","0","0","0"
"2008","08","31","23","30","16","47","5","250","WSW","1018.60","0.0","0","0","0"
"2008","09","01","24","31","17","43","6","258","WSW","1019.87","0.0","0","0","0"
"2008","09","02","23","30","16","42","6","241","WSW","1016.29","0.0","0","0","0"
"2008","09","03","21","28","14","46","14","228","SW","1012.85","0.0","0","0","0"
"2008","09","04","22","27","16","53","17","230","SW","1011.56","0.0","0","0","0"
"2008","09","05","19","22","16","64","23","224","SW","1011.90","0.0","0","0","0"
"2008","09","06","18","24","13","56","9","265","West","1013.72","0.0","0","1","0"
"2008","09","07","18","25","12","35","4","77","ENE","1016.33","0.0","0","0","0"
"2008","09","08","22","29","16","48","9","133","SE","1014.87","0.0","0","0","0"
"2008","09","09","24","28","18","54","5","146","SE","1015.18","0.0","0","1","0"
"2008","09","10","22","29","16","51","5","204","SSW","1017.38","0.0","0","0","0"
"2008","09","11","22","28","15","48","10","252","WSW","1014.43","0.0","0","0","0"
"2008","09","12","16","22","10","37","5","26","NNE","1019.00","0.0","0","0","0"
"2008","09","13","17","24","10","39","4","71","ENE","1020.38","0.0","0","0","0"
"2008","09","14","18","25","10","35","4","100","East","1020.32","0.0","0","0","0"
"2008","09","15","20","29","11","31","3","262","West","1017.27","0.0","0","0","0"
"2008","09","16","22","30","14","31","5","245","WSW","1013.30","0.0","0","0","0"
"2008","09","17","22","28","15","39","6","173","South","1014.58","0.0","0","0","0"
"2008","09","18","23","28","18","40","7","205","SSW","1018.57","0.0","0","1","0"
"2008","09","19","21","28","14","43","3","107","ESE","1021.13","0.0","0","0","0"
"2008","09","20","23","30","16","46","3","182","South","1020.32","0.0","0","0","0"
"2008","09","21","20","25","16","61","3","131","SE","1015.16","0.0","0","1","0"
"2008","09","22","20","23","16","79","9","258","WSW","1012.03","0.0","0","1","0"
"2008","09","23","18","24","13","54","3","302","WNW","1011.39","0.0","0","0","0"
"2008","09","24","18","25","12","38","6","352","North","1016.61","0.0","0","0","0"
"2008","09","25","17","23","11","46","7","63","ENE","1021.03","0.0","0","0","0"
"2008","09","26","17","23","11","39","6","43","NE","1021.37","0.0","0","0","0"
"2008","09","27","18","22","13","50","8","92","East","1022.03","0.0","0","0","0"
"2008","09","28","16","18","13","62","7","85","East","1023.19","0.0","0","1","0"
"2008","09","29","18","23","12","47","4","95","East","1021.03","0.0","0","0","0"
"2008","09","30","18","24","11","43","4","26","NNE","1019.36","0.0","0","0","0"
"2008","10","01","17","24","10","38","4","207","SSW","1017.47","0.0","0","0","0"
"2008","10","02","17","25","9","38","7","244","WSW","1014.94","0.0","0","0","0"
"2008","10","03","14","18","10","43","8","23","NNE","1020.16","0.0","0","0","0"
"2008","10","04","12","18","6","43","3","152","SSE","1024.23","0.0","0","0","0"
"2008","10","05","14","23","6","37","4","203","SSW","1020.48","0.0","0","0","0"
"2008","10","06","15","24","6","35","4","221","SW","1021.87","0.0","0","0","0"
"2008","10","07","13","18","8","64","5","232","SW","1019.82","0.0","0","1","0"
"2008","10","08","13","17","9","55","5","3","North","1019.91","0.0","0","0","0"
"2008","10","09","13","19","7","41","10","32","NNE","1023.75","0.0","0","0","0"
"2008","10","10","19","24","14","51","12","70","ENE","1026.35","0.0","0","0","0"
"2008","10","11","18","21","14","63","12","65","ENE","1022.78","0.0","0","1","0"
"2008","10","12","18","22","13","73","6","353","North","1023.83","0.0","0","0","0"
"2008","10","13","18","21","14","70","5","167","SSE","1024.00","0.0","0","1","0"
"2008","10","14","18","23","14","62","1","310","NW","1023.03","0.0","0","1","0"
"2008","10","15","18","24","12","60","2","222","SW","1024.09","0.0","0","0","0"
"2008","10","16","18","24","11","56","4","234","SW","1021.87","0.0","0","0","0"
"2008","10","17","18","23","13","62","4","247","WSW","1017.77","0.0","0","1","0"
"2008","10","18","16","18","13","82","1","137","SE","1016.84","0.0","0","1","0"
"2008","10","19","16","20","13","71","5","98","East","1020.16","0.0","0","0","0"
"2008","10","20","18","22","15","68","5","67","ENE","1021.06","0.0","0","0","0"
"2008","10","21","16","19","14","78","5","141","SE","1015.58","0.0","0","0","0"
"2008","10","22","10","11","8","72","15","34","NE","1017.76","0.0","0","1","0"
"2008","10","23","12","15","9","51","7","48","NE","1021.52","0.0","0","0","0"
"2008","10","24","12","18","6","49","5","32","NNE","1021.94","0.0","0","0","0"
"2008","10","25","16","21","10","48","5","36","NE","1027.33","0.0","0","0","0"
"2008","10","26","16","22","9","51","2","249","WSW","1026.24","0.0","0","0","0"
"2008","10","27","14","21","8","61","6","217","SW","1016.24","0.0","0","0","0"
"2008","10","28","8","11","5","86","13","32","NNE","1006.24","0.0","0","1","0"
"2008","10","29","6","10","2","58","14","287","WNW","1011.42","0.0","0","0","0"
"2008","10","30","6","10","3","92","23","224","SW","1004.85","0.0","0","1","0"
"2008","10","31","8","10","7","98","8","185","South","994.50","0.0","0","1","0"
"2008","11","01","9","12","6","69","4","206","SSW","1004.06","0.0","0","0","0"
"2008","11","02","10","12","7","61","9","298","WNW","1006.58","0.0","0","0","0"
"2008","11","03","6","10","2","72","4","203","SSW","1011.85","0.0","0","0","0"
"2008","11","04","7","11","3","79","5","232","SW","1011.97","0.0","0","0","0"
"2008","11","05","9","15","3","67","3","264","West","1017.91","0.0","1","0","0"
"2008","11","06","8","15","2","68","5","237","WSW","1020.65","0.0","0","0","0"
"2008","11","07","8","12","3","87","3","222","SW","1019.74","0.0","0","1","0"
"2008","11","08","10","14","5","71","4","254","WSW","1024.24","0.0","0","0","0"
"2008","11","09","8","14","3","73","2","190","South","1029.74","0.0","0","0","0"
"2008","11","10","10","16","4","71","1","187","South","1027.00","0.0","1","0","0"
"2008","11","11","10","13","6","82","2","207","SSW","1021.52","0.0","0","0","0"
"2008","11","12","9","12","6","54","10","297","WNW","1021.78","0.0","0","0","0"
"2008","11","13","7","13","1","49","5","6","North","1025.88","0.0","0","0","0"
"2008","11","14","8","15","1","51","3","26","NNE","1025.06","0.0","0","0","0"
"2008","11","15","9","16","2","50","2","60","ENE","1025.50","0.0","0","0","0"
"2008","11","16","10","17","3","60","3","313","NW","1026.97","0.0","0","0","0"
"2008","11","17","12","19","4","53","1","247","WSW","1026.85","0.0","0","0","0"
"2008","11","18","5","10","0","66","2","47","NE","1019.27","0.0","0","0","0"
"2008","11","19","9","15","3","55","7","52","NE","1020.72","0.0","0","0","0"
"2008","11","20","8","13","3","60","3","51","NE","1024.41","0.0","0","0","0"
"2008","11","21","9","16","2","65","2","5","North","1024.91","0.0","0","0","0"
"2008","11","22","10","17","4","56","7","17","NNE","1019.61","0.0","0","0","0"
"2008","11","23","10","15","6","56","8","321","NW","1016.72","0.0","0","0","0"
"2008","11","24","8","13","3","70","24","285","WNW","1003.81","0.0","0","1","0"
"2008","11","25","5","9","1","64","7","351","North","1012.82","0.0","0","0","0"
"2008","11","26","4","8","0","48","11","42","NE","1020.33","0.0","0","0","0"
"2008","11","27","4","9","-2","59","5","6","North","1017.24","0.0","0","0","0"
"2008","11","28","0","6","-5","79","6","210","SSW","1006.58","0.0","0","0","0"
"2008","11","29","4","6","2","81","26","238","WSW","996.87","0.0","0","1","0"
"2008","11","30","4","7","0","69","14","266","West","1002.23","0.0","0","0","0"
"2008","12","01","3","5","1","79","16","249","WSW","1008.16","0.0","0","1","1"
"2008","12","02","4","7","0","53","8","298","WNW","1019.88","0.0","0","0","0"
"2008","12","03","2","4","1","89","19","234","SW","1014.32","0.0","0","1","0"
"2008","12","04","4","7","1","90","10","220","SW","1013.44","0.0","0","0","0"
"2008","12","05","12","15","9","63","22","261","West","1014.09","0.0","0","0","0"
"2008","12","06","6","10","3","94","8","229","SW","1020.39","0.0","0","0","0"
"2008","12","07","10","11","9","99","7","148","SSE","1018.25","0.0","0","1","0"
"2008","12","08","10","11","8","97","2","80","East","1018.75","0.0","0","1","0"
"2008","12","09","6","8","4","79","8","32","NNE","1013.75","0.0","1","1","0"
"2008","12","10","4","7","1","44","8","345","NNW","1015.91","0.0","0","0","0"
"2008","12","11","4","8","0","60","14","245","WSW","1017.09","0.0","0","0","0"
"2008","12","12","4","7","2","84","2","218","SW","1017.82","0.0","1","0","0"
"2008","12","13","2","5","-1","98","8","221","SW","1006.03","0.0","1","1","1"
"2008","12","14","3","7","-1","69","15","279","West","998.58","0.0","0","1","1"
"2008","12","15","4","7","0","56","9","302","WNW","1009.75","0.0","0","0","0"
"2008","12","16","6","11","0","62","6","285","WNW","1012.45","0.0","0","0","0"
"2008","12","17","6","13","-1","65","2","198","SSW","1018.79","0.0","0","0","0"
"2008","12","18","6","12","-1","67","1","241","WSW","1023.21","0.0","0","0","0"
